BookAbbrev	Chapter:Verse	Annotation	Source
Dn	11:6	This King of the North seemeth to be Antiochus Theo, Kings of Syria.	scan-pdf
Dn	11:7	Ptolomeus Euergetes King of Egypt inuaded and spoyled Syria.	scan-pdf
Dn	11:10	Seleucus and Ceraunus, and Antiochus Magnus sonnes of Seleucus Callinicus shal raise new warres against Ptolomeus Philopator King of Egypt, but the elder brother being slaine in the way, Antiochus shal prosecute the warre.	scan-pdf
Dn	11:14	Manie Iewes deceiued by Onias flying into Egypt shal erect a temple and sacrifice, falsly auouching that they fulfill the prophecie of Isaie. ch.19. v.19.	scan-pdf
Dn	11:21	According to the historical expositors, Antiochus Epiphanes, who liued and died basely: but mystically of Antichrist, very potent and glorious in this world, yet shal haue base beginning and an ignominious end.	scan-pdf
Dn	11:22	This title Prince of the league or couenant, perteineth directly to Antichrist: who wil ioyne himselfe with the Iewes, pretending to obserue the law of Moyfes, and for they wil receiue him as their Messias. Ioan.5. v.41. S. Ireneus li.5. c.25.	scan-pdf
Dn	11:32	Euen in the hottest persecution of Antiochus, Nero, or Antichrist, some shal constantly confesse true religion.	scan-pdf
Dn	11:38	The God of power or strength, either Iupiter the Grecias great God, or their owne strength, wherin Antiochus, & Antichrist shal trust.	scan-pdf
Dn	11:45	His royal tabernacle or palace, betweene the dead sea & the mediterranean.	scan-pdf
Dn	13:1	S. Athanasius in Synopsi reciteth this historie in the beginning of Daniel. And S. Aug. ser.42. de tem. supposeth that Daniel about the age of twelue yeares indued with the spirit of prophecie, discouered the malicious falsehood of them, that accused Susanna.	scan-pdf
Dn	13:5	In the transmigratiō which was made in the third yeare of Ioakim King of Iuda, the Iewes were better entreated, and had their owne iudicial tribunal, and other priuiledges, vntil the captiuitie, which happened about 19. yeares after, in the eleuenth yeare of Sedecias. At which time they were brought into much more bondage.	scan-pdf
Dn	13:29	For more colour of iust proceeding, these wicked men gaue their false testimonie & sentence before the people.	scan-pdf
Dn	13:41	The people gaue their opinions that she deserued death, but the false Iudges gaue sentence: For so the forme of the law required, which they pretended to fulfill. Leu.20. Deu.22.	scan-pdf
Dn	13:45	Daniel by the guift of prophecie raysed vp the holy spirit declared that she was innocent.	scan-pdf
Dn	13:46	Whereas the people had consented to her death, he denied his consent, & vnder tooke to conuince the false witnesses: as he did. v.14. & 58.	scan-pdf
Dn	13:64	By this first prophetical act, Daniel began worthily to be esteemed.	scan-pdf
Dn	13:65	This last verse of Astyages called Darius, and of Cyrus succeeding him, perteineth to the ninth chapter. And here mention is made of them, to signifie that Daniel beginning to prophecie in his childhood, continued euen to old age.	scan-pdf
Dn	14:1	It seemeth most probable that this King was Euilmerodach, who fauoured the Iewes, and deliuered Iechonias (otherwise called Ioachim) out of prison. 4. Reg. 25. v.27.	scan-pdf
Dn	14:3	Daniel was now about the age of 55. yeares. For being caried into Babylon at the age of tenne yeares, was there 8. yeares before Ioachim, who was there 37. yeares before he was deliuered from prison, which make in al 55.	scan-pdf
Dn	14:22	Not only the Babylonians as is manifest in manie places, but also the Romans and most nations worshipped a serpent or dragon, a beast naturally most hating men, & most abhorred by al men. The cause of this blindnes can be no other but Gods iust punishment, suffering them for their abominable pride, and other sinnes to fal into so foolish conceits.	scan-pdf
Dn	14:32	Although about 20 yeares before, there was no Prophet in Iurie (ch.3. v.38.) yet now this Habacuc was indued with the spirit of prophecie. As for Habacuc, the eight in order of the lesser Prophets, he prophecied before the captiuitie: yea before the Chaldees became a Monarchie. As appeareth Hab. 1. v.6.	scan-pdf
